FID_hru_pa,ORIG_FID,HRU_ID,HRUTYPE_IN,HRU_ROW,HRU_COL,HRU_X,HRU_Y,X,Y,Unique_ID,Lay1_Zn,Lay2_Zn,Lay3_Zn
105158,106455,26474,1,66,84,603850,4041450,603818.00,4041500.00,490,1,7,10
94826,94785,38352,1,95,188,614250,4038550,614245.00,4038550.00,326,0,6,10
81141,80667,52654,1,130,280,623450,4035050,623499.00,4035070.00,327,0,5,10
86704,86368,46987,1,116,297,625150,4036450,625150.00,4036440.00,328,0,2,10
87821,87582,45765,1,113,293,624750,4036750,624751.00,4036750.00,329,0,2,10
106732,106514,26533,1,66,143,609750,4041450,609791.00,4041450.00,397,1,2,10
85966,85555,47798,1,118,296,625050,4036250,625059.00,4036210.00,331,0,2,10
87444,87173,46168,1,114,290,624450,4036650,624451.00,4036640.00,332,0,2,10
86332,85960,47391,1,117,295,624950,4036350,624944.00,4036330.00,333,0,2,10
79506,79446,53869,1,133,277,623150,4034750,623167.00,4034710.00,334,0,6,10
80784,80270,53069,1,131,289,624350,4034950,624388.00,4034940.00,335,0,2,10
77735,77442,55925,1,138,303,625750,4034250,625724.00,4034290.00,336,0,2,10
82975,82717,50644,1,125,300,625450,4035550,625442.00,4035520.00,337,0,2,10
88185,87986,45357,1,112,291,624550,4036850,624552.00,4036840.00,338,0,2,10
87079,86770,46577,1,115,293,624750,4036550,624794.00,4036510.00,339,0,2,10
106742,106526,26545,1,66,155,610950,4041450,610945.00,4041490.00,428,1,5,10
103802,103714,29417,1,73,185,613950,4040750,613957.00,4040710.00,341,0,2,10
105171,106537,26556,1,66,166,612050,4041450,612095.00,4041440.00,433,1,2,10
107137,106952,26159,1,65,175,612950,4041550,612953.00,4041540.00,343,0,2,10
105123,106075,26906,1,67,110,606450,4041350,606469.00,4041330.00,488,1,5,10
106365,106113,26944,1,67,148,610250,4041350,610240.00,4041350.00,442,1,2,10
103443,103317,29832,1,74,194,614850,4040650,614845.00,4040620.00,346,0,2,10
105134,106123,26954,1,67,158,611250,4041350,611251.00,4041310.00,430,1,2,10
106009,105710,27353,1,68,151,610550,4041250,610587.00,4041210.00,383,1,3,10
100548,100064,33075,1,82,189,614350,4039850,614350.00,4039880.00,349,0,2,10
101608,101273,31848,1,79,180,613450,4040150,613495.00,4040170.00,350,0,2,10
106032,105740,27383,1,68,181,613550,4041250,613574.00,4041230.00,351,0,2,10
105086,105715,27358,1,68,156,611050,4041250,611053.00,4041280.00,429,1,2,10
100542,100056,33067,1,82,181,613550,4039850,613580.00,4039820.00,353,0,2,10
109412,109383,23718,1,59,170,612450,4042150,612489.00,4042150.00,354,0,2,10
105089,105718,27361,1,68,159,611350,4041250,611368.00,4041260.00,436,1,2,10
97554,97220,35915,1,89,187,614150,4039150,614149.00,4039120.00,356,0,6,10
98267,98024,35095,1,87,179,613350,4039350,613361.00,4039320.00,357,0,5,10
105048,105292,27747,1,69,139,609350,4041150,609326.00,4041160.00,380,1,2,10
98277,98036,35107,1,87,191,614550,4039350,614521.00,4039390.00,359,0,5,10
96829,96409,36728,1,91,188,614250,4038950,614263.00,4038920.00,360,0,6,10
103423,103292,29807,1,74,169,612350,4040650,612371.00,4040700.00,361,0,2,10
96839,96420,36739,1,91,199,615350,4038950,615301.00,4038980.00,362,0,4,10
96486,96007,37138,1,92,192,614650,4038850,614676.00,4038890.00,363,0,6,10
96832,96412,36731,1,91,191,614550,4038950,614567.00,4038960.00,364,0,6,10
97560,97226,35921,1,89,193,614750,4039150,614757.00,4039130.00,365,0,6,10
105054,105308,27763,1,69,155,610950,4041150,610997.00,4041170.00,426,1,2,10
96117,95598,37541,1,93,189,614350,4038750,614369.00,4038740.00,367,0,6,10
96119,95600,37543,1,93,191,614550,4038750,614562.00,4038800.00,368,0,6,10
96484,96005,37136,1,92,190,614450,4038850,614436.00,4038870.00,369,0,6,10
105055,105322,27777,1,69,169,612350,4041150,612353.00,4041140.00,344,1,2,10
98262,98019,35090,1,87,174,612850,4039350,612890.00,4039370.00,371,0,2,10
104914,104906,28173,1,70,159,611350,4041050,611354.00,4041060.00,447,1,2,10
97895,97610,35493,1,88,171,612550,4039250,612516.00,4039290.00,373,0,2,10
104917,104909,28176,1,70,162,611650,4041050,611623.00,4041020.00,445,1,2,10
98979,98829,34276,1,85,172,612650,4039550,612609.00,4039600.00,375,0,2,10
100467,104400,28479,1,71,59,601350,4040950,601375.00,4041000.00,18,1,4,10
104494,104452,28531,1,71,111,606550,4040950,606568.00,4040990.00,475,1,5,10
104525,104486,28565,1,71,145,609950,4040950,609914.00,4040980.00,394,1,2,10
104533,104497,28576,1,71,156,611050,4040950,611004.00,4040960.00,446,1,2,10
104552,104518,28597,1,71,177,613150,4040950,613185.00,4040950.00,434,1,2,10
100411,103641,29344,1,73,112,606650,4040750,606671.00,4040780.00,461,1,5,10
103774,103678,29381,1,73,149,610350,4040750,610362.00,4040780.00,17,1,2,10
103779,103684,29387,1,73,155,610950,4040750,610909.00,4040760.00,411,1,3,10
103783,103688,29391,1,73,159,611350,4040750,611332.00,4040710.00,410,1,2,10
99673,99624,33447,1,83,155,610950,4039750,610910.00,4039790.00,385,0,2,10
96086,95562,37505,1,93,153,610750,4038750,610797.00,4038760.00,386,0,2,10
100374,103234,29749,1,74,111,606550,4040650,606539.00,4040640.00,468,1,5,10
100328,102785,30112,1,75,68,602250,4040550,602205.00,4040520.00,498,1,4,10
103051,102884,30211,1,75,167,612150,4040550,612120.00,4040570.00,432,1,2,10
100302,102432,30571,1,76,121,607550,4040450,607526.00,4040450.00,88,1,4,10
112805,112623,20462,1,51,162,611650,4042950,611645.00,4042990.00,391,0,8,10
100310,102484,30623,1,76,173,612750,4040450,612755.00,4040460.00,342,1,2,10
104132,104065,28956,1,72,130,608450,4040850,608487.00,4040890.00,393,0,2,10
100251,101983,30934,1,77,78,603250,4040350,603216.00,4040330.00,497,1,4,10
107105,106911,26118,1,65,134,608850,4041550,608853.00,4041580.00,395,0,5,10
100263,102057,31008,1,77,152,610650,4040350,610634.00,4040320.00,16,1,2,10
102316,102066,31017,1,77,161,611550,4040350,611553.00,4040400.00,409,1,3,10
100212,101643,31406,1,78,144,609850,4040250,609878.00,4040300.00,379,1,2,10
101960,101664,31427,1,78,165,611950,4040250,611947.00,4040300.00,422,1,2,10
109760,109752,23275,1,58,133,608750,4042250,608749.00,4042240.00,400,0,2,10
100222,101667,31430,1,78,168,612250,4040250,612253.00,4040240.00,419,1,2,10
100125,100842,32229,1,80,155,610950,4040050,610940.00,4040050.00,384,1,5,10
101239,100848,32235,1,80,161,611550,4040050,611589.00,4040080.00,435,1,2,10
101245,100855,32242,1,80,168,612250,4040050,612273.00,4040030.00,423,1,2,10
106721,106500,26519,1,66,129,608350,4041450,608329.00,4041410.00,405,0,2,10
101247,100857,32244,1,80,170,612450,4040050,612452.00,4040050.00,420,1,5,10
100890,100446,32645,1,81,165,611950,4039950,611984.00,4039950.00,421,1,2,10
104920,104912,28179,1,70,165,611950,4041050,611966.00,4041070.00,408,0,2,10
95603,99991,33002,1,82,116,607050,4039850,607054.00,4039840.00,471,1,5,10
100534,100044,33055,1,82,169,612350,4039850,612375.00,4039860.00,374,1,2,10
100053,100199,33210,1,82,324,627850,4039850,627822.00,4039840.00,63,1,9,10
95554,99599,33422,1,83,130,608450,4039750,608453.00,4039740.00,392,1,2,10
114654,114629,18408,1,46,138,609250,4043450,609206.00,4043430.00,413,0,3,10
110904,110566,22465,1,56,135,608950,4042450,608985.00,4042450.00,414,0,5,10
110537,110171,22882,1,57,146,610050,4042350,610065.00,4042360.00,415,0,3,10
112424,112205,20856,1,52,150,610450,4042850,610456.00,4042860.00,416,0,3,10
95561,99631,33454,1,83,162,611650,4039750,611615.00,4039770.00,377,1,2,10
100896,100454,32653,1,81,173,612750,4039950,612787.00,4039970.00,418,0,5,10
99334,99230,33865,1,84,167,612150,4039650,612135.00,4039660.00,378,1,2,10
95510,99254,33889,1,84,191,614550,4039650,614538.00,4039640.00,348,1,2,10
95459,98841,34288,1,85,184,613850,4039550,613847.00,4039590.00,352,1,5,10
98999,98854,34301,1,85,197,615150,4039550,615128.00,4039530.00,347,1,2,10
98617,98410,34669,1,86,159,611350,4039450,611317.00,4039460.00,387,1,2,10
98620,98415,34674,1,86,164,611850,4039450,611847.00,4039450.00,438,1,2,10
97892,97605,35488,1,88,166,612050,4039250,612014.00,4039260.00,376,1,2,10
95324,97623,35506,1,88,184,613850,4039250,613811.00,4039240.00,358,1,2,10
107870,107739,25322,1,63,150,610450,4041750,610491.00,4041790.00,427,0,3,10
95330,97629,35512,1,88,190,614450,4039250,614401.00,4039210.00,355,1,6,10
97176,96794,36301,1,90,167,612150,4039050,612179.00,4039010.00,372,1,2,10
95227,96802,36309,1,90,175,612950,4039050,612939.00,4039060.00,366,1,2,10
106025,105732,27375,1,68,173,612750,4041250,612748.00,4041230.00,431,0,2,10
97187,96810,36317,1,90,183,613750,4039050,613767.00,4039040.00,313,1,6,10
95180,96347,36666,1,91,126,608050,4038950,608094.00,4038910.00,71,1,5,10
95132,96028,37159,1,92,213,616750,4038850,616749.00,4038900.00,321,1,5,10
95141,96064,37195,1,92,249,620350,4038850,620363.00,4038880.00,10,1,2,10
95683,95098,37853,1,94,95,604950,4038650,604953.00,4038650.00,472,1,5,10
95697,95114,37869,1,94,111,606550,4038650,606555.00,4038670.00,245,1,5,10
95038,95183,37938,1,94,180,613450,4038650,613400.00,4038630.00,318,1,6,10
97172,96788,36295,1,90,161,611550,4039050,611536.00,4039070.00,439,0,2,10
108251,108150,24921,1,62,155,610950,4041850,610973.00,4041860.00,440,0,2,10
117700,117489,15584,1,39,156,611050,4044150,611043.00,4044130.00,441,0,4,10
90546,94773,38340,1,95,176,613050,4038550,613004.00,4038550.00,259,1,2,10
110542,110177,22888,1,57,152,610650,4042350,610659.00,4042370.00,443,0,3,10
94825,94783,38350,1,95,186,614050,4038550,614098.00,4038520.00,325,1,6,10
94470,94361,38740,1,96,170,612450,4038450,612427.00,4038480.00,258,1,2,10
94477,94374,38753,1,96,183,613750,4038450,613789.00,4038490.00,307,1,2,10
90422,93904,39095,1,97,119,607350,4038350,607338.00,4038330.00,246,1,4,10
94125,93962,39153,1,97,177,613150,4038350,613118.00,4038380.00,257,1,2,10
113158,113008,20035,1,50,141,609550,4043050,609515.00,4043020.00,449,0,3,10
93764,93559,39562,1,98,180,613450,4038250,613482.00,4038220.00,260,1,2,10
108591,108504,24463,1,61,103,605750,4041950,605761.00,4041970.00,451,0,4,10
110504,110127,22838,1,57,102,605650,4042350,605660.00,4042390.00,452,0,5,10
115797,115412,17567,1,44,109,606350,4043650,606345.00,4043620.00,453,0,3,10
116185,115829,17172,1,43,120,607450,4043750,607457.00,4043740.00,454,0,3,10
93766,93561,39564,1,98,182,613650,4038250,613650.00,4038280.00,272,1,2,10
93769,93565,39568,1,98,186,614050,4038250,614011.00,4038230.00,306,1,2,10
113516,113394,19609,1,49,121,607550,4043150,607594.00,4043180.00,457,0,3,10
93407,93150,39965,1,99,177,613150,4038150,613127.00,4038110.00,251,1,2,10
90337,93160,39975,1,99,187,614150,4038150,614177.00,4038110.00,296,1,2,10
92672,92340,40779,1,101,179,613350,4037950,613340.00,4037980.00,252,1,2,10
92677,92346,40785,1,101,185,613950,4037950,613905.00,4038000.00,273,1,2,10
92679,92350,40789,1,101,189,614350,4037950,614400.00,4037910.00,294,1,2,10
90212,91901,41152,1,102,146,610050,4037850,610064.00,4037800.00,237,1,2,10
91945,91529,41592,1,103,180,613450,4037750,613434.00,4037730.00,253,1,2,10
108221,108107,24878,1,62,112,606650,4041850,606640.00,4041850.00,465,0,5,10
91588,91126,42001,1,104,183,613750,4037650,613746.00,4037670.00,295,1,2,10
107850,107710,25293,1,63,121,607550,4041750,607540.00,4041780.00,467,0,5,10
90133,91137,42012,1,104,194,614850,4037650,614897.00,4037620.00,264,1,6,10
107090,106892,26099,1,65,115,606950,4041550,606940.00,4041510.00,469,0,7,10
105615,105276,27731,1,69,123,607750,4041150,607703.00,4041190.00,470,0,2,10
90135,91149,42024,1,104,206,616050,4037650,616062.00,4037620.00,309,1,4,10
85464,89907,43218,1,107,182,613650,4037350,613653.00,4037350.00,254,1,2,10
98567,98358,34617,1,86,107,606150,4039450,606114.00,4039410.00,473,0,5,10
102635,102418,30557,1,76,107,606150,4040450,606133.00,4040500.00,474,0,7,10
89930,89916,43227,1,107,191,614550,4037350,614504.00,4037360.00,302,1,2,10
104108,104040,28931,1,72,105,605950,4040850,605948.00,4040810.00,476,0,7,10
103355,103208,29723,1,74,85,603950,4040650,603921.00,4040680.00,477,0,4,10
104475,104430,28509,1,71,89,604350,4040950,604351.00,4040940.00,478,0,7,10
99273,99158,33793,1,84,95,604950,4039650,605000.00,4039700.00,479,0,7,10
103364,103218,29733,1,74,95,604950,4040650,604932.00,4040690.00,480,0,7,10
106324,106058,26889,1,67,93,604750,4041350,604747.00,4041350.00,481,0,7,10
107445,107276,25671,1,64,93,604750,4041650,604704.00,4041650.00,482,0,7,10
89578,89514,43637,1,108,195,614950,4037250,614937.00,4037250.00,303,1,2,10
88464,88285,44844,1,111,184,613850,4036950,613850.00,4036980.00,255,1,2,10
88469,88291,44850,1,111,190,614450,4036950,614457.00,4036950.00,77,1,2,10
88139,87929,45300,1,112,234,618850,4036850,618861.00,4036860.00,9,1,6,10
113899,113809,19212,1,48,130,608450,4043250,608435.00,4043260.00,487,0,4,10
85244,87571,45754,1,113,282,623650,4036750,623631.00,4036800.00,340,1,2,10
106334,106068,26899,1,67,103,605750,4041350,605735.00,4041390.00,489,0,4,10
85134,86269,46888,1,116,198,615250,4036450,615265.00,4036460.00,78,1,2,10
106686,106460,26479,1,66,89,604350,4041450,604378.00,4041420.00,491,0,7,10
110491,110112,22823,1,57,87,604150,4042350,604180.00,4042370.00,492,0,7,10
85137,86281,46900,1,116,210,616450,4036450,616421.00,4036460.00,370,1,5,10
112397,112174,20825,1,52,119,607350,4042850,607363.00,4042870.00,494,0,3,10
85086,85784,47215,1,117,119,607350,4036350,607337.00,4036350.00,247,1,2,10
85112,85954,47385,1,117,289,624350,4036350,624335.00,4036360.00,82,1,2,10
85074,85560,47803,1,118,301,625550,4036250,625545.00,4036210.00,330,1,2,10
84694,84653,48520,1,120,206,616050,4036050,616088.00,4036080.00,290,1,2,10
110837,110484,22383,1,56,53,600750,4042450,600725.00,4042460.00,499,0,4,10
83959,83835,49326,1,122,200,615450,4035850,615413.00,4035870.00,277,1,2,10
111985,111714,21177,1,53,65,601950,4042750,601991.00,4042760.00,501,0,4,10
83248,83028,50143,1,124,205,615950,4035650,615944.00,4035670.00,291,1,2,10
107820,107677,25260,1,63,88,604250,4041750,604280.00,4041710.00,503,0,7,10
82834,82529,50456,1,125,112,606650,4035550,606649.00,4035520.00,68,1,5,10
110859,110511,22410,1,56,80,603450,4042450,603448.00,4042410.00,505,0,5,10
80266,82535,50462,1,125,118,607250,4035550,607297.00,4035520.00,243,1,5,10
111994,111726,21189,1,53,77,603150,4042750,603160.00,4042780.00,507,0,4,10
110855,110506,22405,1,56,75,602950,4042450,602996.00,4042490.00,508,0,4,10
109722,109703,23226,1,58,84,603850,4042250,603857.00,4042240.00,509,0,7,10
82895,82617,50544,1,125,200,615450,4035550,615465.00,4035530.00,286,1,2,10
80292,82622,50549,1,125,205,615950,4035550,615999.00,4035540.00,282,1,6,10
82911,82636,50563,1,125,219,617350,4035550,617388.00,4035530.00,323,1,6,10
80305,82680,50607,1,125,263,621750,4035550,621714.00,4035600.00,12,1,6,10
116877,116567,16286,1,41,46,600050,4043950,600026.00,4043960.00,514,0,4,10
80235,82207,50946,1,126,196,615050,4035450,615089.00,4035450.00,26,1,2,10
121608,121433,11408,1,29,40,599450,4045150,599470.00,4045190.00,516,0,3,10
80161,81409,51772,1,128,210,616450,4035250,616412.00,4035260.00,269,1,6,10
80081,80582,52569,1,130,195,614950,4035050,614978.00,4035010.00,278,1,2,10
75572,79501,53924,1,133,332,628650,4034750,628600.00,4034800.00,58,1,9,10
120824,120588,12187,1,31,7,596150,4044950,596121.00,4044920.00,520,0,3,10
75452,78515,54562,1,135,158,611250,4034550,611300.00,4034530.00,235,1,2,10
75472,78626,54673,1,135,269,622350,4034550,622360.00,4034530.00,170,1,6,10
75476,78651,54698,1,135,294,624850,4034550,624869.00,4034540.00,135,1,2,10
75396,78139,54998,1,136,188,614250,4034450,614222.00,4034460.00,324,1,2,10
113817,113707,19110,1,48,28,598250,4043250,598267.00,4043230.00,525,0,4,10
77343,76990,56285,1,139,257,621150,4034150,621171.00,4034120.00,200,1,6,10
120847,120616,12215,1,31,35,598950,4044950,598953.00,4044950.00,527,0,3,10
122378,122243,10594,1,27,38,599250,4045350,599221.00,4045320.00,528,0,3,10
75277,77012,56307,1,139,279,623350,4034150,623358.00,4034120.00,193,1,6,10
75278,77023,56318,1,139,290,624450,4034150,624462.00,4034170.00,179,1,2,10
75218,76588,56695,1,140,261,621550,4034050,621516.00,4034030.00,166,1,6,10
113827,113717,19120,1,48,38,599250,4043250,599274.00,4043240.00,532,0,7,10
113458,113314,19529,1,49,41,599550,4043150,599529.00,4043170.00,533,0,4,10
115732,115337,17492,1,44,34,598850,4043650,598842.00,4043670.00,534,0,7,10
114956,114938,17905,1,45,41,599550,4043550,599559.00,4043560.00,535,0,7,10
113831,113721,19124,1,48,42,599650,4043250,599640.00,4043260.00,536,0,4,10
116124,115753,17096,1,43,44,599850,4043750,599820.00,4043780.00,537,0,4,10
76633,76168,57087,1,141,247,620150,4033950,620176.00,4033910.00,229,1,6,10
115740,115346,17501,1,44,43,599750,4043650,599743.00,4043630.00,539,0,4,10
123537,123459,9374,1,24,36,599050,4045650,599003.00,4045650.00,540,0,3,10
127183,127115,5722,1,15,38,599250,4046550,599242.00,4046550.00,541,0,3,10
130401,130401,2512,1,7,76,603050,4047350,603061.00,4047330.00,542,0,3,10
75167,76237,57156,1,141,316,627050,4033950,627061.00,4033930.00,122,1,9,10
123164,123070,9797,1,25,53,600750,4045550,600749.00,4045510.00,544,0,3,10
113094,112914,19941,1,50,47,600150,4043050,600116.00,4043050.00,545,0,4,10
112714,112505,20344,1,51,44,599850,4042950,599872.00,4043000.00,546,0,4,10
113461,113317,19532,1,49,44,599850,4043150,599847.00,4043110.00,547,0,4,10
113834,113724,19127,1,48,45,599950,4043250,599906.00,4043240.00,548,0,4,10
120477,120222,12633,1,32,47,600150,4044850,600198.00,4044870.00,549,0,3,10
75937,75367,57910,1,143,258,621250,4033750,621233.00,4033740.00,222,1,6,10
75056,75369,57912,1,143,260,621450,4033750,621457.00,4033760.00,174,1,6,10
75060,75392,57935,1,143,283,623750,4033750,623759.00,4033730.00,190,1,6,10
113835,113725,19128,1,48,46,600050,4043250,600033.00,4043290.00,553,0,4,10
70638,74965,58320,1,144,262,621650,4033650,621617.00,4033650.00,164,1,6,10
70647,74997,58352,1,144,294,624850,4033650,624815.00,4033640.00,127,1,2,10
70649,74999,58354,1,144,296,625050,4033650,625083.00,4033690.00,119,1,2,10
70602,74561,58728,1,145,264,621850,4033550,621847.00,4033540.00,167,1,6,10
70604,74563,58730,1,145,266,622050,4033550,622004.00,4033500.00,224,1,6,10
126773,126687,6106,1,16,16,597050,4046450,597046.00,4046430.00,559,0,3,10
124294,124254,8545,1,22,19,597350,4045850,597337.00,4045900.00,560,0,3,10
127177,127108,5715,1,15,31,598550,4046550,598506.00,4046590.00,561,0,3,10
126787,126704,6123,1,16,33,598750,4046450,598748.00,4046450.00,562,0,3,10
127964,127925,4908,1,13,36,599050,4046750,599025.00,4046770.00,563,0,3,10
128750,128731,4090,1,11,30,598450,4046950,598451.00,4046910.00,564,0,3,10
74612,74565,58732,1,145,268,622250,4033550,622259.00,4033540.00,219,1,6,10
74619,74573,58740,1,145,276,623050,4033550,623093.00,4033590.00,191,1,6,10
129145,129133,3680,1,10,26,598050,4047050,598012.00,4047080.00,567,0,3,10
74156,74051,59030,1,146,160,611450,4033450,611480.00,4033440.00,233,1,8,10
127957,127916,4899,1,13,27,598150,4046750,598164.00,4046760.00,569,0,3,10
126006,125888,6931,1,18,29,598350,4046250,598394.00,4046260.00,570,0,3,10
128752,128733,4092,1,11,32,598650,4046950,598673.00,4046930.00,571,0,3,10
74244,74153,59132,1,146,262,621650,4033450,621633.00,4033480.00,168,1,6,10
120838,120603,12202,1,31,22,597650,4044950,597603.00,4044930.00,573,0,3,10
126782,126698,6117,1,16,27,598150,4046450,598144.00,4046420.00,574,0,3,10
115745,115351,17506,1,44,48,600250,4043650,600229.00,4043620.00,575,0,4,10
70563,74159,59138,1,146,268,622250,4033450,622222.00,4033410.00,218,1,6,10
70564,74160,59139,1,146,269,622350,4033450,622344.00,4033440.00,215,1,6,10
70569,74171,59150,1,146,280,623450,4033450,623444.00,4033410.00,128,1,6,10
73881,73746,59537,1,147,261,621550,4033350,621575.00,4033390.00,201,1,4,10
70517,73749,59540,1,147,264,621850,4033350,621816.00,4033370.00,226,1,6,10
73884,73750,59541,1,147,265,621950,4033350,621968.00,4033370.00,225,1,6,10
73886,73752,59543,1,147,267,622150,4033350,622150.00,4033360.00,217,1,6,10
122777,122664,10203,1,26,53,600750,4045450,600749.00,4045490.00,583,0,3,10
73888,73754,59545,1,147,269,622350,4033350,622344.00,4033320.00,216,1,6,10
115750,115357,17512,1,44,54,600850,4043650,600848.00,4043610.00,585,0,7,10
115749,115356,17511,1,44,53,600750,4043650,600744.00,4043660.00,586,0,4,10
73520,73342,59945,1,148,263,621750,4033250,621715.00,4033250.00,159,1,4,10
73521,73344,59947,1,148,265,621950,4033250,621990.00,4033240.00,160,1,4,10
119465,119418,13453,1,34,55,600950,4044650,600931.00,4044660.00,589,0,3,10
73525,73348,59951,1,148,269,622350,4033250,622359.00,4033250.00,214,1,6,10
70475,73350,59953,1,148,271,622550,4033250,622512.00,4033280.00,212,1,6,10
70477,73352,59955,1,148,273,622750,4033250,622784.00,4033270.00,207,1,6,10
70483,73366,59969,1,148,287,624150,4033250,624101.00,4033280.00,129,1,6,10
73045,72808,60223,1,149,135,608950,4033150,608983.00,4033160.00,236,1,2,10
73165,72945,60360,1,149,272,622650,4033150,622613.00,4033140.00,210,1,6,10
116534,116196,16727,1,42,81,603550,4043850,603591.00,4043870.00,596,0,3,10
70432,72946,60361,1,149,273,622750,4033150,622719.00,4033170.00,206,1,6,10
73189,72973,60388,1,149,300,625450,4033150,625442.00,4033120.00,61,1,2,10
72809,72538,60765,1,150,271,622550,4033050,622534.00,4033080.00,209,1,6,10
70382,72540,60767,1,150,273,622750,4033050,622765.00,4033050.00,205,1,6,10
117996,117820,15103,1,38,81,603550,4044250,603555.00,4044270.00,601,0,3,10
117263,116998,15905,1,40,71,602550,4044050,602533.00,4044090.00,602,0,3,10
129578,129575,3310,1,9,62,601650,4047150,601625.00,4047110.00,603,0,3,10
72810,72541,60768,1,150,274,622850,4033050,622873.00,4033080.00,208,1,6,10
70385,72561,60788,1,150,294,624850,4033050,624859.00,4033050.00,126,1,6,10
111620,111329,21604,1,54,86,604050,4042650,604046.00,4042680.00,606,0,3,10
70388,72577,60804,1,150,310,626450,4033050,626458.00,4033090.00,125,1,2,10
112376,112140,20791,1,52,85,603950,4042850,603953.00,4042850.00,608,0,3,10
72474,72134,61173,1,151,273,622750,4032950,622737.00,4032940.00,34,1,6,10
70312,72135,61174,1,151,274,622850,4032950,622859.00,4032950.00,35,1,6,10
70316,72152,61191,1,151,291,624550,4032950,624567.00,4032940.00,117,1,6,10
70320,72159,61198,1,151,298,625250,4032950,625268.00,4032950.00,182,1,6,10
70104,70794,62269,1,154,151,610550,4032650,610546.00,4032620.00,241,1,2,10
112724,112516,20355,1,51,55,600950,4042950,600991.00,4042950.00,614,0,4,10
112718,112509,20348,1,51,48,600250,4042950,600243.00,4042940.00,615,0,4,10
111590,111292,21567,1,54,49,600350,4042650,600315.00,4042620.00,616,0,4,10
70144,70919,62394,1,154,276,623050,4032650,623075.00,4032660.00,227,1,6,10
114964,114946,17913,1,45,49,600350,4043550,600378.00,4043530.00,618,0,4,10
113099,112920,19947,1,50,53,600750,4043050,600774.00,4043030.00,619,0,4,10
113468,113326,19541,1,49,53,600750,4043150,600756.00,4043150.00,620,0,4,10
113469,113327,19542,1,49,54,600850,4043150,600854.00,4043190.00,621,0,4,10
113842,113734,19137,1,48,55,600950,4043250,600964.00,4043240.00,622,0,4,10
113098,112918,19945,1,50,51,600550,4043050,600553.00,4043030.00,623,0,4,10
115748,115355,17510,1,44,52,600650,4043650,600667.00,4043610.00,624,0,4,10
114585,114543,18322,1,46,52,600650,4043450,600693.00,4043430.00,625,0,4,10
113840,113732,19135,1,48,53,600750,4043250,600777.00,4043260.00,626,0,4,10
70069,70480,62767,1,155,243,619750,4032550,619767.00,4032590.00,198,1,2,10
65515,69309,64032,1,158,290,624450,4032250,624446.00,4032230.00,148,1,6,10
123582,123513,9428,1,24,90,604450,4045650,604429.00,4045670.00,629,0,3,10
68994,68872,64407,1,159,259,621350,4032150,621327.00,4032140.00,110,1,4,10
69000,68879,64414,1,159,266,622050,4032150,622037.00,4032150.00,142,1,4,10
69010,68893,64428,1,159,280,623450,4032150,623445.00,4032140.00,187,1,4,10
113101,112922,19949,1,50,55,600950,4043050,600953.00,4043070.00,633,0,4,10
111967,111694,21157,1,53,45,599950,4042750,599984.00,4042790.00,634,0,4,10
113096,112916,19943,1,50,49,600350,4043050,600344.00,4043030.00,635,0,4,10
113097,112917,19944,1,50,50,600450,4043050,600437.00,4043030.00,636,0,4,10
65413,68476,64823,1,160,269,622350,4032050,622364.00,4032050.00,153,1,4,10
65366,68067,65226,1,161,266,622050,4031950,622032.00,4031940.00,202,1,4,10
113466,113323,19538,1,49,50,600450,4043150,600494.00,4043190.00,639,0,4,10
112353,112108,20759,1,52,53,600750,4042850,600736.00,4042850.00,640,0,4,10
112350,112104,20755,1,52,49,600350,4042850,600301.00,4042850.00,641,0,4,10
111975,111703,21166,1,53,54,600850,4042750,600859.00,4042760.00,642,0,4,10
113474,113334,19549,1,49,61,601550,4043150,601560.00,4043130.00,643,0,7,10
68288,68082,65241,1,161,281,623550,4031950,623576.00,4031970.00,189,1,5,10
65317,67672,65643,1,162,277,623150,4031850,623174.00,4031890.00,155,1,4,10
65245,67189,65972,1,163,200,615450,4031750,615425.00,4031770.00,27,1,2,10
65166,66466,66873,1,165,289,624350,4031550,624307.00,4031510.00,145,1,5,10
60381,63218,70121,1,173,289,624350,4030750,624359.00,4030790.00,114,1,6,10
112720,112511,20350,1,51,50,600450,4042950,600466.00,4042910.00,649,0,4,10
55548,59808,73207,1,181,127,608150,4029950,608200.00,4029900.00,23,1,2,10
55465,59036,74059,1,183,167,612150,4029750,612200.00,4029800.00,24,1,2,10
55471,59087,74110,1,183,218,617250,4029750,617300.00,4029800.00,29,1,8,10
55397,58440,75087,1,185,383,633750,4029550,633800.00,4029600.00,56,1,9,10
118027,117855,15138,1,38,116,607050,4044250,607006.00,4044270.00,654,0,4,10
117651,117431,15526,1,39,98,605250,4044150,605281.00,4044140.00,655,0,3,10
57077,56684,76579,1,189,251,620550,4029150,620574.00,4029190.00,152,1,5,10
56708,56276,76983,1,190,249,620350,4029050,620316.00,4029030.00,51,1,8,10
55111,55865,77384,1,191,244,619850,4028950,619803.00,4028910.00,54,1,4,10
50064,50496,82571,1,204,153,610750,4027650,610800.00,4027600.00,36,1,2,10
118030,117859,15142,1,38,120,607450,4044250,607464.00,4044270.00,660,0,3,10
48067,47819,85578,1,211,318,627250,4026950,627245.00,4026960.00,50,1,8,10
108206,108091,24862,1,62,96,605050,4041850,605014.00,4041850.00,662,0,4,10
