Gage   Filename  Threshold(cfs)  Start          End   Over/Under   Num_Days  AveFlow(cfs)
    17  ALP.gg18    0.1  02-Oct-1991     01-Oct-2015   O      8766        69.36
     1  BL.gg16    0.1  02-Oct-1991     17-Dec-1995   O      1538         5.01
     1  BL.gg16    0.1  19-Dec-1995     13-Sep-2002   O      2461         3.81
     1  BL.gg16    0.1  14-Sep-2002     26-Sep-2002   U        13         0.05
     1  BL.gg16    0.1  27-Sep-2002     01-Oct-2015   O      4753         6.76
    16  CA.gg15    0.1  02-Oct-1991     01-Oct-2015   O      8766         5.82
    14  CL.gg13    0.1  02-Oct-1991     01-Oct-2015   O      8766        12.81
    56  CR_blw_PI.gg62    0.1  02-Oct-1991     01-Oct-2015   O      8766        88.71
    62  Carmel_blw_Cachagua.gg20    0.1  02-Oct-1991     01-Oct-2015   O      8766        78.91
     9  DJ.gg8    0.1  02-Oct-1991     31-Jul-2013   O      7974       147.49
     9  DJ.gg8    0.1  02-Aug-2013     03-Aug-2013   O         2         0.25
     9  DJ.gg8    0.1  05-Aug-2013     01-Oct-2015   O       788        45.07
     8  GA.gg7    0.1  02-Oct-1991     03-Jul-2013   O      7946         8.62
     8  GA.gg7    0.1  04-Jul-2013     07-Jul-2013   U         4         0.09
     8  GA.gg7    0.1  08-Jul-2013     19-Jul-2013   O        12         0.11
     8  GA.gg7    0.1  20-Jul-2013     02-Aug-2013   U        14         0.10
     8  GA.gg7    0.1  03-Aug-2013     16-Aug-2013   O        14         0.11
     8  GA.gg7    0.1  17-Aug-2013     24-Aug-2013   U         8         0.09
     8  GA.gg7    0.1  25-Aug-2013     30-Aug-2013   O         6         0.10
     8  GA.gg7    0.1  02-Sep-2013     15-Sep-2013   U        14         0.10
     8  GA.gg7    0.1  16-Sep-2013     26-Jul-2014   O       314         3.37
     8  GA.gg7    0.1  27-Jul-2014     25-Sep-2014   U        61         0.09
     8  GA.gg7    0.1  26-Sep-2014     19-Aug-2015   O       328         5.31
     8  GA.gg7    0.1  20-Aug-2015     22-Aug-2015   U         3         0.10
     8  GA.gg7    0.1  23-Aug-2015     27-Aug-2015   O         5         0.11
     8  GA.gg7    0.1  28-Aug-2015     05-Sep-2015   U         9         0.09
     8  GA.gg7    0.1  06-Sep-2015     09-Sep-2015   O         4         0.10
     8  GA.gg7    0.1  10-Sep-2015     18-Sep-2015   U         9         0.08
     8  GA.gg7    0.1  19-Sep-2015     20-Sep-2015   O         2         0.10
     8  GA.gg7    0.1  21-Sep-2015     01-Oct-2015   U        11         0.09
     7  GC.gg6    0.1  02-Oct-1991     02-Jul-2013   O      7945         3.40
     7  GC.gg6    0.1  03-Jul-2013     07-Jul-2013   U         5         0.09
     7  GC.gg6    0.1  08-Jul-2013     19-Jul-2013   O        12         0.11
     7  GC.gg6    0.1  20-Jul-2013     01-Aug-2013   U        13         0.10
     7  GC.gg6    0.1  02-Aug-2013     16-Aug-2013   O        15         0.11
     7  GC.gg6    0.1  17-Aug-2013     24-Aug-2013   U         8         0.09
     7  GC.gg6    0.1  25-Aug-2013     01-Sep-2013   O         8         0.10
     7  GC.gg6    0.1  02-Sep-2013     06-Sep-2013   U         5         0.10
     7  GC.gg6    0.1  08-Sep-2013     15-Sep-2013   U         8         0.10
     7  GC.gg6    0.1  16-Sep-2013     04-Jul-2014   O       292         1.04
     7  GC.gg6    0.1  06-Jul-2014     07-Jul-2014   O         2         0.10
     7  GC.gg6    0.1  08-Jul-2014     13-Jul-2014   U         6         0.09
     7  GC.gg6    0.1  15-Jul-2014     25-Sep-2014   U        73         0.09
     7  GC.gg6    0.1  26-Sep-2014     10-Oct-2014   O        15         0.14
     7  GC.gg6    0.1  11-Oct-2014     12-Oct-2014   U         2         0.10
     7  GC.gg6    0.1  14-Oct-2014     16-Oct-2014   U         3         0.10
     7  GC.gg6    0.1  17-Oct-2014     04-Jul-2015   O       261         1.99
     7  GC.gg6    0.1  05-Jul-2015     08-Jul-2015   U         4         0.10
     7  GC.gg6    0.1  09-Jul-2015     19-Jul-2015   O        11         0.10
     7  GC.gg6    0.1  21-Jul-2015     30-Jul-2015   O        10         0.12
     7  GC.gg6    0.1  31-Jul-2015     07-Aug-2015   U         8         0.09
     7  GC.gg6    0.1  10-Aug-2015     17-Aug-2015   O         8         0.11
     7  GC.gg6    0.1  18-Aug-2015     05-Sep-2015   U        19         0.09
     7  GC.gg6    0.1  06-Sep-2015     08-Sep-2015   O         3         0.10
     7  GC.gg6    0.1  09-Sep-2015     18-Sep-2015   U        10         0.09
     7  GC.gg6    0.1  19-Sep-2015     20-Sep-2015   O         2         0.10
     7  GC.gg6    0.1  21-Sep-2015     01-Oct-2015   U        11         0.09
     2  H1.gg1    0.1  02-Oct-1991     14-Sep-2002   O      4001       197.96
     2  H1.gg1    0.1  15-Sep-2002     26-Oct-2002   U        42         0.02
     2  H1.gg1    0.1  27-Oct-2002     25-Aug-2008   O      2130       189.71
     2  H1.gg1    0.1  26-Aug-2008     27-Aug-2008   U         2         0.07
     2  H1.gg1    0.1  28-Aug-2008     10-Sep-2008   O        14         0.35
     2  H1.gg1    0.1  12-Sep-2008     28-Sep-2008   O        17         0.29
     2  H1.gg1    0.1  29-Sep-2008     30-Sep-2008   U         2         0.05
     2  H1.gg1    0.1  01-Oct-2008     11-Aug-2009   O       315       121.15
     2  H1.gg1    0.1  13-Aug-2009     14-Aug-2009   O         2         0.15
     2  H1.gg1    0.1  15-Aug-2009     17-Aug-2009   U         3         0.08
     2  H1.gg1    0.1  18-Aug-2009     20-Aug-2009   O         3         0.27
     2  H1.gg1    0.1  21-Aug-2009     22-Aug-2009   U         2         0.06
     2  H1.gg1    0.1  23-Aug-2009     26-Aug-2009   O         4         0.17
     2  H1.gg1    0.1  27-Aug-2009     14-Sep-2009   U        19         0.02
     2  H1.gg1    0.1  16-Sep-2009     13-Oct-2009   U        28         0.01
     2  H1.gg1    0.1  14-Oct-2009     01-Sep-2012   O      1054       163.56
