Basin_Subbasin ID   ,   Type  ,       Gauge             ,  Statistic  ,     Daily    ,    Monthly   ,   Yearly    
          12 , sub_cfs , PineCreek , Pct L10MeanD ,    NaN ,    NaN , -13.176218
          12 , sub_cfs , PineCreek , Pct L10VarDf ,    NaN ,    NaN , -79.838520
          12 , sub_cfs , PineCreek , Pct LTrMeanD , 6.569481 , 4.943434 , -5.896145
          12 , sub_cfs , PineCreek , Pct LTrVarDf , -77.038756 , -77.996338 , -78.067001
          13 , sub_cfs , RobinsonCanyonCreek , MSE          , 90.078343 , 22.381370 , 1.899793
          13 , sub_cfs , RobinsonCanyonCreek , MSE Log10    ,    NaN ,    NaN , 0.248125
          13 , sub_cfs , RobinsonCanyonCreek , MSE TrLam    , 2.002537 , 2.077777 , 0.613321
          13 , sub_cfs , RobinsonCanyonCreek , PBias        , 17.249770 , 15.034114 , 20.046330
          13 , sub_cfs , RobinsonCanyonCreek , PBias Log10  ,    NaN ,    NaN , -225.612967
          13 , sub_cfs , RobinsonCanyonCreek , PBias TrLam  , 47.235759 , 38.469016 , 9.953072
          13 , sub_cfs , RobinsonCanyonCreek , NSE          , 0.334502 , 0.524357 , 0.592784
          13 , sub_cfs , RobinsonCanyonCreek , NSE Log10    ,    NaN ,    NaN , 0.504684
          13 , sub_cfs , RobinsonCanyonCreek , NSE TrLam    , 0.567463 , 0.579096 , 0.659271
          13 , sub_cfs , RobinsonCanyonCreek , MSE FDC      , 68.856808 , 20.116964 , 1.777436
          13 , sub_cfs , RobinsonCanyonCreek , MSE FDCLog10 ,    NaN ,    NaN , 0.238368
          13 , sub_cfs , RobinsonCanyonCreek , MSE FDCTrLam , 0.142085 , 0.163036 , 0.049314
          13 , sub_cfs , RobinsonCanyonCreek , QPCorr       , 0.321561 , 0.129296 , 0.116601
          13 , sub_cfs , RobinsonCanyonCreek , MaxAbs PBias ,    Inf ,    Inf , 4995.857767
          13 , sub_cfs , RobinsonCanyonCreek , MaxAbsPBiasL ,    NaN ,    NaN , -87.506946
          13 , sub_cfs , RobinsonCanyonCreek , Pct Mean Dif , 17.249770 , 15.034114 , 20.046330
          13 , sub_cfs , RobinsonCanyonCreek , Pct Var Diff , -89.516147 , -85.007019 , -79.726666
          13 , sub_cfs , RobinsonCanyonCreek , Pct L10MeanD ,    NaN ,    NaN , -225.612967
          13 , sub_cfs , RobinsonCanyonCreek , Pct L10VarDf ,    NaN ,    NaN , -89.539618
          13 , sub_cfs , RobinsonCanyonCreek , Pct LTrMeanD , 47.235759 , 38.469016 , 9.953072
          13 , sub_cfs , RobinsonCanyonCreek , Pct LTrVarDf , -80.509418 , -82.784032 , -79.166956
