"SIMULATED EQUIVALENT"   "OBSERVED VALUE"    "OBSERVATION NAME"
   2.93098571777E+02   2.89386993408E+02  424         
   2.96041046143E+02   2.95994995117E+02  425         
   2.98256439209E+02   3.01244995117E+02  426         
   2.95539123535E+02   2.88432006836E+02  427         
   3.01329681396E+02   2.99049987793E+02  428         
   3.03188781738E+02   2.96700988770E+02  429         
   3.05219024658E+02   3.04437988281E+02  430         
   2.71002471924E+02   2.80183013916E+02  431         
   3.06213928223E+02   3.08346008301E+02  432         
   3.08925872803E+02   3.03011993408E+02  433         
   3.28410034180E+02   3.23550994873E+02  434         
   3.26885772705E+02   3.21436004639E+02  435         
   3.08223968506E+02   3.05446990967E+02  436         
   3.61474304199E+02   3.85834991455E+02  437         
   3.65295532227E+02   3.58549987793E+02  438         
   3.67584686279E+02   3.69016998291E+02  439         
   3.87394256592E+02   3.89480987549E+02  440         
   3.14188262939E+02   3.30265014648E+02  441         
   6.85393310547E+02   7.90536987305E+02  442         
   6.72623718262E+02   7.99435974121E+02  443         
   3.75368927002E+02   3.66263000488E+02  444         
   2.61362701416E+02   2.75524993896E+02  445         
   2.62474182129E+02   2.60084014893E+02  446         
   2.66977813721E+02   2.80718994141E+02  447         
   2.72493804932E+02   2.67092010498E+02  448         
   2.71274841309E+02   2.69406005859E+02  449         
   2.96812347412E+02   3.02605010986E+02  450         
   4.20106964111E+02   4.40878997803E+02  451         
   3.29951568604E+02   3.28045989990E+02  452         
   3.37568878174E+02   3.34128997803E+02  453         
   3.42599700928E+02   3.34140991211E+02  454         
   3.49938507080E+02   3.37459991455E+02  455         
   4.13921051025E+02   4.29596008301E+02  456         
   4.46418365479E+02   4.44126007080E+02  457         
   4.47887573242E+02   4.79812988281E+02  458         
   6.99438537598E+02   8.56356018066E+02  459         
   5.48292419434E+02   5.66007995605E+02  460         
   3.98495178223E+02   3.87970001221E+02  461         
   4.20044921875E+02   3.89065002441E+02  462         
