Gage No., Filename, Time, Stage(ft), Flow(cfs), Depth(ft), Width(ft), Midpt-Flow(cfs), Precip(ft/dy), ET(ft/dy), SFR-Runoff(cfs), UZF-Runoff(cfs), Conductance(ft/dy), HeadDiff(ft), HydGrad(ft)
2, H1.gg1, 21-Sep-2003,52.008144,0.000034,0.000268,0.026771,0.000017,0,0,0.0001,0,5.332067,0.328353,3.28353
2, H1.gg1, 22-Sep-2003,52.008141,0.000032,0.000267,0.026655,0.000016,0,0,0.000098,0,5.308809,0.328352,3.283518
2, H1.gg1, 23-Sep-2003,52.008141,0.00003,0.000265,0.026483,0.000015,0,0,0.000095,0,5.274693,0.32835,3.283501
2, H1.gg1, 24-Sep-2003,52.008141,0.000027,0.000263,0.026324,0.000014,0,0,0.000093,0,5.24287,0.328348,3.283485
2, H1.gg1, 25-Sep-2003,52.008141,0.000026,0.000262,0.026214,0.000013,0,0,0.000091,0,5.220968,0.328347,3.283474
2, H1.gg1, 26-Sep-2003,52.008141,0.000025,0.000261,0.026138,0.000012,0,0,0.00009,0,5.205937,0.328347,3.283466
2, H1.gg1, 27-Sep-2003,52.008137,0.000024,0.000261,0.026072,0.000012,0,0,0.000089,0,5.192729,0.328346,3.28346
2, H1.gg1, 28-Sep-2003,52.008137,0.000023,0.00026,0.026008,0.000011,0,0,0.000088,0,5.180057,0.328345,3.283453
2, H1.gg1, 29-Sep-2003,52.008137,0.000022,0.000259,0.025937,0.000011,0,0,0.000086,0,5.165795,0.328345,3.283446
2, H1.gg1, 30-Sep-2003,52.008137,0.000021,0.000259,0.025886,0.000011,0,0,0.000086,0,5.155613,0.328344,3.283441
2, H1.gg1, 01-Oct-2003,52.008137,0.000021,0.000258,0.025825,0.00001,0,0,0.000085,0,5.143611,0.328344,3.283435
2, H1.gg1, 02-Oct-2003,52.008133,0.00002,0.000258,0.025764,0.00001,0,0,0.000084,0,5.131501,0.328343,3.283429
2, H1.gg1, 03-Oct-2003,52.008133,0.000019,0.000257,0.025694,0.000009,0,0,0.000083,0,5.117504,0.328342,3.283422
2, H1.gg1, 04-Oct-2003,52.008133,0.000018,0.000256,0.025613,0.000009,0,0,0.000082,0,5.101297,0.328341,3.283414
2, H1.gg1, 05-Oct-2003,52.008125,0.000018,0.000254,0.025354,0.000009,0,0,0.000081,0,5.049805,0.328339,3.283388
2, H1.gg1, 06-Oct-2003,52.008125,0.000018,0.00025,0.025035,0.000009,0,0,0.00008,0,4.986196,0.328336,3.283356
2, H1.gg1, 07-Oct-2003,52.008125,0.000017,0.000246,0.024636,0.000009,0,0,0.000079,0,4.906715,0.328332,3.283316
2, H1.gg1, 08-Oct-2003,52.008118,0.000017,0.000242,0.024152,0.000009,0,0,0.000077,0,4.810259,0.328327,3.283267
2, H1.gg1, 09-Oct-2003,52.008114,0.000017,0.000238,0.023771,0.000008,0,0,0.000076,0,4.734442,0.328323,3.28323
2, H1.gg1, 10-Oct-2003,52.00811,0.000017,0.000234,0.023448,0.000008,0,0,0.000075,0,4.670102,0.32832,3.283197
2, H1.gg1, 11-Oct-2003,52.008106,0.000016,0.000232,0.023207,0.000008,0,0,0.000074,0,4.622046,0.328317,3.283173
2, H1.gg1, 12-Oct-2003,52.008106,0.000016,0.00023,0.022953,0.000008,0,0,0.000073,0,4.57153,0.328315,3.283148
2, H1.gg1, 13-Oct-2003,52.008102,0.000016,0.000226,0.02262,0.000008,0,0,0.000072,0,4.505162,0.328311,3.283114
2, H1.gg1, 14-Oct-2003,52.008099,0.000016,0.000222,0.022247,0.000008,0,0,0.000071,0,4.43101,0.328308,3.283077
2, H1.gg1, 15-Oct-2003,52.008095,0.000015,0.000219,0.021895,0.000008,0,0,0.00007,0,4.360895,0.328304,3.283042
2, H1.gg1, 16-Oct-2003,52.008091,0.000015,0.000215,0.021549,0.000008,0,0,0.000069,0,4.291839,0.328301,3.283008
2, H1.gg1, 17-Oct-2003,52.008091,0.000015,0.000213,0.021285,0.000008,0,0,0.000068,0,4.239317,0.328298,3.282981
2, H1.gg1, 18-Oct-2003,52.008087,0.000015,0.00021,0.020986,0.000007,0,0,0.000067,0,4.179766,0.328295,3.282951
2, H1.gg1, 19-Oct-2003,52.008083,0.000015,0.000207,0.020683,0.000007,0,0,0.000066,0,4.119393,0.328292,3.282921
2, H1.gg1, 20-Oct-2003,52.00808,0.000014,0.000204,0.020428,0.000007,0,0,0.000065,0,4.068705,0.32829,3.282895
2, H1.gg1, 21-Oct-2003,52.008076,0.000014,0.000202,0.020155,0.000007,0,0,0.000064,0,4.014332,0.328287,3.282868
2, H1.gg1, 22-Oct-2003,52.008076,0.000014,0.000199,0.019896,0.000007,0,0,0.000063,0,3.962668,0.328284,3.282842
2, H1.gg1, 23-Oct-2003,52.008072,0.000014,0.000196,0.019638,0.000007,0,0,0.000063,0,3.911386,0.328282,3.282816
2, H1.gg1, 24-Oct-2003,52.008072,0.000014,0.000194,0.019425,0.000007,0,0,0.000062,0,3.868794,0.328279,3.282795
2, H1.gg1, 25-Oct-2003,52.008068,0.000014,0.000192,0.019192,0.000007,0,0,0.000061,0,3.822541,0.328277,3.282772
2, H1.gg1, 26-Oct-2003,52.008064,0.000013,0.000188,0.01878,0.000007,0,0,0.00006,0,3.740426,0.328273,3.282731
2, H1.gg1, 27-Oct-2003,52.008057,0.000013,0.000181,0.018093,0.000006,0,0,0.000058,0,3.603504,0.328266,3.282662
2, H1.gg1, 28-Oct-2003,52.008049,0.000012,0.000173,0.017342,0.000006,0,0,0.000055,0,3.454058,0.328259,3.282587
2, H1.gg1, 29-Oct-2003,52.008205,0,0,0.03277,0,0,0,0.000052,0,6.526853,0.328413,3.28413
2, H1.gg1, 30-Oct-2003,52.00819,0,0,0.03115,0,0,0,0.00005,0,6.20418,0.328397,3.283968
2, H1.gg1, 31-Oct-2003,52.008179,0,0,0.030193,0,0,0,0.000048,0,6.013442,0.328387,3.283872
2, H1.gg1, 01-Nov-2003,52.169796,0.041683,0.16192,20.219093,0.076735,0,0,0.00482,0,4027.028809,0.490005,4.900054
2, H1.gg1, 02-Nov-2003,52.126106,0.005195,0,14.131367,0.027501,0,0,0.003085,0,2814.538818,0.446315,4.463145
2, H1.gg1, 03-Nov-2003,52.141502,0.037928,0.133627,16.246157,0.065686,0,0,0.001211,0,3235.740967,0.461712,4.617122
2, H1.gg1, 04-Nov-2003,52.263985,0.639965,0.256109,34.087063,0.712784,0,0,0.004956,0,6789.107422,0.584194,5.841941
2, H1.gg1, 05-Nov-2003,52.301682,1.224223,0.293804,39.858395,1.317052,0,0,0.001795,0,7938.581055,0.62189,6.218895
2, H1.gg1, 06-Nov-2003,52.353279,2.542961,0.345404,47.925304,2.664206,0,0,0.001603,0,9545.264648,0.673489,6.734888
2, H1.gg1, 07-Nov-2003,52.335571,2.220724,0.327695,45.13657,2.331927,0,0,0.001438,0,8989.833984,0.655781,6.557807
2, H1.gg1, 08-Nov-2003,52.360664,2.970028,0.352787,49.09409,3.0947,0,0,0.003441,0,9778.050781,0.680873,6.808726
2, H1.gg1, 09-Nov-2003,52.365383,3.096406,0.357506,49.842777,3.224699,0,0,0.001833,0,9927.166992,0.685591,6.855912
2, H1.gg1, 10-Nov-2003,52.375549,3.57941,0.367675,51.460953,3.71138,0,0,0.006828,0,10249.45898,0.69576,6.957603
2, H1.gg1, 11-Nov-2003,52.383488,4.049545,0.37561,52.727909,4.188419,0,0,0.002849,0,10501.79785,0.703695,7.036949
2, H1.gg1, 12-Nov-2003,52.386696,4.166218,0.37882,53.241642,4.307405,0,0,0.00225,0,10604.11719,0.706906,7.069056
2, H1.gg1, 13-Nov-2003,52.401653,4.919715,0.39378,55.64312,5.070602,0,0,0.001983,0,11082.41797,0.721865,7.218647
2, H1.gg1, 14-Nov-2003,52.393917,4.521644,0.386045,54.399761,4.667657,0,0,0.001759,0,10834.7793,0.71413,7.141298
2, H1.gg1, 15-Nov-2003,52.418636,6.080707,0.41076,58.384506,6.243032,0,0,0.00157,0,11628.41992,0.738845,7.388454
2, H1.gg1, 16-Nov-2003,52.478588,11.89624,0.470711,68.185974,12.100584,0,0,0.003211,0,13580.57617,0.798796,7.98796
2, H1.gg1, 17-Nov-2003,52.486057,12.628509,0.478182,69.420189,12.839319,0,0,0.001654,0,13826.39356,0.806267,8.062674
2, H1.gg1, 18-Nov-2003,52.495598,14.020925,0.487723,71.000237,14.233324,0,0,0.00169,0,14141.08984,0.794311,7.943106
2, H1.gg1, 19-Nov-2003,52.528683,19.782455,0.520807,76.511887,19.990608,0,0,0.001376,0,15238.84375,0.721866,7.21866
2, H1.gg1, 20-Nov-2003,52.496674,13.348655,0.488797,71.178291,13.549719,0,0,0.00124,0,14176.55273,0.749375,7.493751
2, H1.gg1, 21-Nov-2003,52.480732,11.941841,0.472854,68.539825,12.133746,0,0,0.001127,0,13651.05176,0.742657,7.426569
2, H1.gg1, 22-Nov-2003,52.481438,11.803998,0.473561,68.656456,11.980208,0,0,0.001028,0,13674.28027,0.680753,6.807527
2, H1.gg1, 23-Nov-2003,52.469898,10.306618,0.462023,66.754257,10.47509,0,0,0.000942,0,13295.4209,0.669322,6.693223
2, H1.gg1, 24-Nov-2003,52.456543,9.058102,0.448665,64.560265,9.216238,0,0,0.000866,0,12858.44336,0.649572,6.495716
2, H1.gg1, 25-Nov-2003,52.446751,8.197246,0.438875,62.957996,8.345923,0,0,0.000798,0,12539.32031,0.62623,6.262304
2, H1.gg1, 26-Nov-2003,52.44006,7.70713,0.432183,61.865494,7.832859,0,0,0.000738,0,12321.72754,0.539048,5.390482
2, H1.gg1, 27-Nov-2003,52.434757,7.289167,0.426881,61.001762,7.413239,0,0,0.000683,0,12149.69824,0.539382,5.393818
2, H1.gg1, 28-Nov-2003,52.429882,6.886587,0.422004,60.208439,7.009045,0,0,0.000635,0,11991.69238,0.539299,5.392987
2, H1.gg1, 29-Nov-2003,52.429306,6.929631,0.42143,60.115139,7.056781,0,0,0.000591,0,11973.10938,0.560676,5.606763
2, H1.gg1, 30-Nov-2003,52.423145,6.358028,0.415266,59.114681,6.478318,0,0,0.000551,0,11773.84863,0.539385,5.393851
2, H1.gg1, 01-Dec-2003,52.413628,5.736043,0.405751,57.57407,5.853212,0,0,0.000515,0,11467.00586,0.539398,5.393982
2, H1.gg1, 02-Dec-2003,52.423847,6.498693,0.415971,59.228916,6.596577,0,0,0.006049,0,11796.60059,0.450569,4.505692
2, H1.gg1, 03-Dec-2003,52.422478,6.471086,0.414601,59.006859,6.568234,0,0,0.002232,0,11752.37305,0.440419,4.40419
2, H1.gg1, 04-Dec-2003,52.419594,6.092546,0.411715,58.539204,6.191038,0,0,0.001496,0,11659.23145,0.448349,4.483489
2, H1.gg1, 05-Dec-2003,52.40836,5.381203,0.400484,56.723606,5.481062,0,0,0.001344,0,11297.61914,0.468713,4.687126
2, H1.gg1, 06-Dec-2003,52.392609,4.371306,0.384734,54.189472,4.474269,0,0,0.001765,0,10792.89746,0.506815,5.068154
2, H1.gg1, 07-Dec-2003,52.369789,3.250905,0.361911,50.542953,3.350194,0,0,0.00222,0,10066.62109,0.52534,5.253397
2, H1.gg1, 08-Dec-2003,52.439667,7.768209,0.431792,61.801735,7.873611,0,0,0.001306,0,12309.02734,0.453843,4.538428
2, H1.gg1, 09-Dec-2003,52.387653,4.042286,0.379778,53.394943,4.129992,0,0,0.003053,0,10634.65039,0.441973,4.419733
2, H1.gg1, 10-Dec-2003,52.378605,3.803759,0.37073,51.948235,3.899792,0,0,0.001457,0,10346.50977,0.492609,4.926087
2, H1.gg1, 11-Dec-2003,52.395214,5.157807,0.387338,54.607437,5.234114,0,0,0.012624,0,10876.14258,0.400129,4.001288
2, H1.gg1, 12-Dec-2003,52.401787,5.272137,0.393911,55.664326,5.348136,0,0,0.006413,0,11086.64356,0.376319,3.763189
2, H1.gg1, 13-Dec-2003,52.419338,6.573451,0.411463,58.498264,6.646442,0,0,0.003663,0,11651.07715,0.338276,3.382756
2, H1.gg1, 14-Dec-2003,52.436504,7.824582,0.428628,61.286175,7.893797,0,0,0.003659,0,12206.34473,0.306578,3.06578
2, H1.gg1, 15-Dec-2003,52.482544,13.025537,0.474669,68.839508,13.087793,0,0,0.00284,0,13710.73731,0.244627,2.44627
2, H1.gg1, 16-Dec-2003,52.507496,15.647145,0.499617,72.975883,15.702946,0,0,0.009191,0,14534.57813,0.218882,2.188819
2, H1.gg1, 17-Dec-2003,52.563709,23.062902,0.555833,82.400406,23.109125,0,0,0.003648,0,16411.65625,0.154209,1.542089
2, H1.gg1, 18-Dec-2003,52.526054,18.559309,0.518177,76.07193,18.612423,0,0,0.003134,0,15151.2168,0.190095,1.900954
2, H1.gg1, 19-Dec-2003,52.52784,18.99542,0.519963,76.370605,19.04764,0,0,0.00272,0,15210.70508,0.185541,1.855408
2, H1.gg1, 20-Dec-2003,52.705036,35.476528,0.697161,84.679031,35.526615,0,0,0.002379,0,16865.49219,0.160157,1.601566
2, H1.gg1, 21-Dec-2003,52.589119,29.936859,0.581245,83.361122,29.981606,0,0,0.009361,0,16603.00391,0.156817,1.568166
2, H1.gg1, 22-Dec-2003,52.607605,33.597118,0.599728,83.586525,33.642254,0,0,0.003426,0,16647.89453,0.148221,1.482209
2, H1.gg1, 23-Dec-2003,52.930923,68.038445,0.923049,86.75415,68.082458,0,0,0.003467,0,17278.79102,0.139458,1.394582
2, H1.gg1, 24-Dec-2003,52.746246,48.268307,0.738367,85.099525,48.308712,0,0,0.004496,0,16949.24023,0.132566,1.32566
2, H1.gg1, 25-Dec-2003,52.74229,49.370144,0.734416,85.060143,49.411198,0,0,0.003278,0,16941.39648,0.132736,1.327356
2, H1.gg1, 26-Dec-2003,52.759743,51.765728,0.751868,85.232643,51.798096,0,0,0.013382,0,16975.75391,0.121194,1.211945
2, H1.gg1, 27-Dec-2003,52.78904,57.667072,0.781164,85.51413,57.697231,0,0,0.019272,0,17031.81836,0.123082,1.230825
2, H1.gg1, 28-Dec-2003,52.799084,56.374168,0.791209,85.608437,56.402626,0,0,0.007032,0,17050.59961,0.098769,0.987688
2, H1.gg1, 29-Dec-2003,52.880005,64.605377,0.87213,86.330544,64.637192,0,0,0.005992,0,17194.42188,0.106659,1.066593
2, H1.gg1, 30-Dec-2003,52.867493,68.927338,0.859619,86.223015,68.932549,0,0,0.053576,0,17173.00586,0.098153,0.981526
2, H1.gg1, 31-Dec-2003,55.698143,2141.141602,3.690264,117.45298,2141.052246,0,0,0.256563,0,23393.06445,0.087642,0.876416
2, H1.gg1, 01-Jan-2004,55.681698,2115.031006,3.673824,117.289719,2115.054688,0,0,0.024201,0,23360.54883,0.080564,0.805636
2, H1.gg1, 02-Jan-2004,55.23267,1482.291748,3.224791,112.836136,1482.313354,0,0,0.016583,0,22473.53125,0.070108,0.701078
2, H1.gg1, 03-Jan-2004,54.895817,1112.3573,2.887941,109.583641,1112.2948,0,0,0.187439,0,21825.73047,0.075444,0.754437
2, H1.gg1, 04-Jan-2004,54.026772,495.772705,2.018894,96.720039,495.790741,0,0,0.020316,0,19263.69141,0.076987,0.769874
2, H1.gg1, 05-Jan-2004,54.031265,497.428162,2.023391,96.758598,497.447021,0,0,0.01554,0,19271.37305,0.072755,0.727548
2, H1.gg1, 06-Jan-2004,54.039032,485.939087,2.031152,96.824989,485.950226,0,0,0.028246,0,19284.5957,0.068975,0.689755
2, H1.gg1, 07-Jan-2004,54.111164,561.133423,2.103285,97.432289,561.152588,0,0,0.014551,0,19405.55273,0.071607,0.716073
2, H1.gg1, 08-Jan-2004,54.192394,618.089905,2.184518,98.096069,618.108643,0,0,0.013311,0,19537.75586,0.068329,0.683288
2, H1.gg1, 09-Jan-2004,54.392715,773.120178,2.384843,101.291351,773.141235,0,0,0.009746,0,20174.1582,0.067605,0.676054
2, H1.gg1, 10-Jan-2004,54.450726,767.464417,2.44285,102.366501,767.485901,0,0,0.007793,0,20388.29883,0.065699,0.656994
2, H1.gg1, 11-Jan-2004,54.280636,641.623718,2.272758,99.171555,641.645447,0,0,0.006567,0,19751.96094,0.066698,0.666981
2, H1.gg1, 12-Jan-2004,54.174854,568.557312,2.166977,97.954475,568.578918,0,0,0.005664,0,19509.55664,0.065974,0.659743
2, H1.gg1, 13-Jan-2004,53.928356,398.623871,1.920483,95.857903,398.644531,0,0,0.004982,0,19091.98242,0.063894,0.638936
2, H1.gg1, 14-Jan-2004,53.734005,328.033081,1.726129,94.042831,328.05304,0,0,0.004453,0,18730.47461,0.062319,0.623193
2, H1.gg1, 15-Jan-2004,53.666161,305.488586,1.658284,93.409752,305.50827,0,0,0.004024,0,18604.38672,0.061503,0.615027
2, H1.gg1, 16-Jan-2004,53.650909,300.726898,1.643035,93.284004,300.745972,0,0,0.004612,0,18579.33984,0.060591,0.605908
2, H1.gg1, 17-Jan-2004,53.646023,298.768707,1.638144,93.243462,298.788239,0,0,0.003602,0,18571.26563,0.060418,0.604184
2, H1.gg1, 18-Jan-2004,53.642731,297.671265,1.634856,93.216156,297.690399,0,0,0.003316,0,18565.82617,0.059008,0.590084
2, H1.gg1, 19-Jan-2004,53.640614,296.776215,1.632739,93.19854,296.795593,0,0,0.003082,0,18562.31836,0.059338,0.593378
2, H1.gg1, 20-Jan-2004,53.674458,305.061249,1.666583,93.477776,305.080383,0,0,0.002866,0,18617.93164,0.058176,0.581762
2, H1.gg1, 21-Jan-2004,53.637653,295.678467,1.629778,93.173874,295.696106,0,0,0.004258,0,18557.4043,0.056148,0.561478
2, H1.gg1, 22-Jan-2004,53.635979,294.33429,1.628104,93.159912,294.353088,0,0,0.002902,0,18554.62305,0.057438,0.574378
2, H1.gg1, 23-Jan-2004,53.628868,291.462006,1.620995,93.100487,291.480652,0,0,0.00271,0,18542.78906,0.05686,0.568598
2, H1.gg1, 24-Jan-2004,53.622799,288.955536,1.614923,93.049553,288.973877,0,0,0.002546,0,18532.64453,0.055739,0.557385
2, H1.gg1, 25-Jan-2004,53.616142,286.303802,1.608264,92.993507,286.319061,0,0,0.008621,0,18521.48047,0.055676,0.556761
2, H1.gg1, 26-Jan-2004,53.609333,282.447296,1.601454,92.935982,282.464691,0,0,0.003635,0,18510.02344,0.054638,0.546376
2, H1.gg1, 27-Jan-2004,53.596104,277.150757,1.588227,92.823662,277.167725,0,0,0.003696,0,18487.65234,0.053537,0.535365
2, H1.gg1, 28-Jan-2004,53.584164,272.273956,1.576288,92.721573,272.291656,0,0,0.00319,0,18467.32227,0.055079,0.550794
2, H1.gg1, 29-Jan-2004,53.569195,265.992523,1.561319,92.592659,266.009125,0,0,0.004556,0,18441.64258,0.053931,0.539307
2, H1.gg1, 30-Jan-2004,53.555794,260.880676,1.547917,92.476334,260.897827,0,0,0.003123,0,18418.47461,0.053602,0.536022
2, H1.gg1, 31-Jan-2004,53.540291,253.645523,1.532416,92.340706,253.662643,0,0,0.002901,0,18391.46484,0.053208,0.53208
2, H1.gg1, 01-Feb-2004,53.517071,244.649307,1.509191,92.135307,244.666107,0,0,0.002707,0,18350.55273,0.052114,0.521145
2, H1.gg1, 02-Feb-2004,53.495117,236.985672,1.487242,91.93869,237.002213,0,0,0.002543,0,18311.39258,0.051261,0.512606
2, H1.gg1, 03-Feb-2004,53.4916,237.711029,1.483727,91.906967,237.727203,0,0,0.003153,0,18305.07422,0.051113,0.511135
2, H1.gg1, 04-Feb-2004,53.461731,223.717316,1.453857,91.634819,223.71579,0,0,0.036444,0,18250.87305,0.048172,0.48172
2, H1.gg1, 05-Feb-2004,53.403786,204.915405,1.395911,91.092949,204.919296,0,0,0.024469,0,18142.94922,0.046787,0.467868
2, H1.gg1, 06-Feb-2004,53.426327,214.519012,1.41845,91.305962,214.531021,0,0,0.010464,0,18185.375,0.049947,0.499466
2, H1.gg1, 07-Feb-2004,53.361351,191.805603,1.353478,90.68383,191.813644,0,0,0.008381,0,18061.46484,0.035671,0.356711
2, H1.gg1, 08-Feb-2004,53.216438,146.90448,1.208563,89.198624,146.91629,0,0,0.007391,0,17765.6582,0.045941,0.459415
2, H1.gg1, 09-Feb-2004,53.329239,187.254105,1.321362,90.366837,187.274796,0,0,0.006087,0,17998.32813,0.069454,0.694536
2, H1.gg1, 10-Feb-2004,53.505535,235.397507,1.497658,92.032303,235.409821,0,0,0.005312,0,18330.03906,0.043029,0.430292
2, H1.gg1, 11-Feb-2004,53.464268,230.126892,1.456391,91.658089,230.14122,0,0,0.00472,0,18255.50781,0.048195,0.481949
2, H1.gg1, 12-Feb-2004,53.559238,259.777039,1.551364,92.50634,259.791412,0,0,0.004248,0,18424.45313,0.047073,0.470731
2, H1.gg1, 13-Feb-2004,53.660057,301.913147,1.652184,93.359566,301.927979,0,0,0.003865,0,18594.39063,0.047562,0.475617
2, H1.gg1, 14-Feb-2004,53.500443,234.476913,1.492568,91.986618,234.491135,0,0,0.003547,0,18320.94141,0.046052,0.460518
2, H1.gg1, 15-Feb-2004,53.433178,210.742859,1.425299,91.370117,210.757416,0,0,0.003279,0,18198.15234,0.046886,0.46886
2, H1.gg1, 16-Feb-2004,53.187233,135.782837,1.179355,88.880989,135.796738,0,0,0.003035,0,17702.39258,0.045927,0.459266
2, H1.gg1, 17-Feb-2004,53.206287,144.566055,1.198407,89.088936,144.579178,0,0,0.005177,0,17743.81055,0.046658,0.466578
2, H1.gg1, 18-Feb-2004,53.202705,143.019745,1.194829,89.050095,143.034698,0,0,0.003179,0,17736.07422,0.049115,0.491151
2, H1.gg1, 19-Feb-2004,54.054573,525.175476,2.046698,96.957352,525.140259,0,0,0.143793,0,19310.96094,0.100019,1.000188
2, H1.gg1, 20-Feb-2004,54.039413,503.111542,2.031534,96.828255,503.122009,0,0,0.011012,0,19285.24609,0.043728,0.437279
2, H1.gg1, 21-Feb-2004,54.378738,731.861145,2.370861,101.030014,731.862915,0,0,0.028582,0,20122.10938,0.042183,0.421826
2, H1.gg1, 22-Feb-2004,54.424599,762.934814,2.416722,101.884018,762.947327,0,0,0.014765,0,20292.20117,0.051622,0.516225
2, H1.gg1, 23-Feb-2004,55.04681,1300.97522,3.038931,111.074249,1300.987793,0,0,0.011136,0,22122.61523,0.042942,0.429421
2, H1.gg1, 24-Feb-2004,55.066959,1312.374634,3.059084,111.269051,1312.385498,0,0,0.013579,0,22161.41406,0.041937,0.419374
2, H1.gg1, 25-Feb-2004,54.874767,1106.887695,2.866889,109.371277,1106.898804,0,0,0.008881,0,21783.4375,0.037422,0.374221
2, H1.gg1, 26-Feb-2004,54.799416,1031.942993,2.791538,108.546738,1031.895386,0,0,0.122969,0,21619.21289,0.033751,0.337513
2, H1.gg1, 27-Feb-2004,53.797852,363.827454,1.789979,94.656837,363.7341,0,0,0.212458,0,18852.76758,0.035995,0.359946
2, H1.gg1, 28-Feb-2004,53.998711,483.68512,1.990837,96.477829,483.659729,0,0,0.079868,0,19215.45313,0.039893,0.398932
2, H1.gg1, 29-Feb-2004,54.109268,556.750854,2.101393,97.416588,556.760559,0,0,0.019625,0,19402.42383,0.052996,0.529964
2, H1.gg1, 01-Mar-2004,54.285229,665.673218,2.277353,99.259583,665.684753,0,0,0.014536,0,19769.49414,0.050092,0.500923
2, H1.gg1, 02-Mar-2004,54.843258,1120.963501,2.835383,109.051338,1120.9823,0,0,0.012754,0,21719.71094,0.060638,0.606376
2, H1.gg1, 03-Mar-2004,55.083862,1355.421509,3.075982,111.431664,1355.439209,0,0,0.018617,0,22193.80469,0.064461,0.644607
2, H1.gg1, 04-Mar-2004,55.134449,1397.795654,3.126572,111.914635,1397.806641,0,0,0.010667,0,22289.99609,0.038478,0.384784
2, H1.gg1, 05-Mar-2004,55.179142,1443.476196,3.171264,112.33654,1443.487793,0,0,0.008926,0,22374.02734,0.037934,0.37934
2, H1.gg1, 06-Mar-2004,55.176643,1425.828613,3.168766,112.31308,1425.841064,0,0,0.007695,0,22369.35156,0.038565,0.385651
2, H1.gg1, 07-Mar-2004,55.096264,1309.321777,3.088385,111.550613,1309.334595,0,0,0.006748,0,22217.49414,0.038345,0.38345
2, H1.gg1, 08-Mar-2004,55.03413,1271.885376,3.026253,110.951202,1271.898926,0,0,0.006019,0,22098.10938,0.039419,0.394191
2, H1.gg1, 09-Mar-2004,55.018562,1254.331421,3.010684,110.799591,1254.345581,0,0,0.005399,0,22067.91211,0.039922,0.399215
2, H1.gg1, 10-Mar-2004,54.971642,1199.643433,2.963763,110.339149,1199.657959,0,0,0.004875,0,21976.20508,0.04044,0.404397
2, H1.gg1, 11-Mar-2004,54.893929,1112.323608,2.886051,109.564613,1112.338135,0,0,0.004426,0,21821.94336,0.040372,0.403717
2, H1.gg1, 12-Mar-2004,54.703888,939.753662,2.696007,106.898781,939.767944,0,0,0.004041,0,21290.98828,0.040574,0.40574
2, H1.gg1, 13-Mar-2004,54.535717,799.553162,2.527843,103.916306,799.567139,0,0,0.003702,0,20696.9707,0.040425,0.404253
2, H1.gg1, 14-Mar-2004,54.380424,711.664978,2.372549,101.0616,711.679199,0,0,0.00341,0,20128.40234,0.041628,0.416275
2, H1.gg1, 15-Mar-2004,54.331886,686.3573,2.32401,100.147949,686.372437,0,0,0.003146,0,19946.42969,0.044148,0.441475
2, H1.gg1, 16-Mar-2004,54.167419,580.450684,2.159543,97.89418,580.46759,0,0,0.002899,0,19497.54688,0.049502,0.495021
2, H1.gg1, 17-Mar-2004,53.967381,453.260651,1.959505,96.204002,453.278534,0,0,0.002672,0,19160.91406,0.052923,0.529233
2, H1.gg1, 18-Mar-2004,53.699181,323.457581,1.691304,93.700035,323.477966,0,0,0.002452,0,18662.19922,0.06094,0.609399
2, H1.gg1, 19-Mar-2004,53.629063,290.885071,1.621184,93.102074,290.915192,0,0,0.002244,0,18543.10352,0.088724,0.887239
2, H1.gg1, 20-Mar-2004,53.565422,264.148468,1.557544,92.559975,264.180664,0,0,0.002086,0,18435.13477,0.095003,0.950034
2, H1.gg1, 21-Mar-2004,53.400192,202.83075,1.392319,91.058739,202.869415,0,0,0.001954,0,18136.13281,0.115132,1.151317
2, H1.gg1, 22-Mar-2004,53.323875,178.703201,1.315997,90.313232,178.748413,0,0,0.001829,0,17987.65234,0.135139,1.35139
2, H1.gg1, 23-Mar-2004,53.280922,165.569977,1.273049,89.877327,165.60881,0,0,0.00171,0,17900.83398,0.116775,1.16775
2, H1.gg1, 24-Mar-2004,53.249432,156.334747,1.241557,89.549652,156.377563,0,0,0.001613,0,17835.57031,0.128816,1.288159
2, H1.gg1, 25-Mar-2004,53.234848,152.211624,1.226969,89.395439,152.254227,0,0,0.001527,0,17804.85547,0.12825,1.282496
2, H1.gg1, 26-Mar-2004,53.220486,148.151657,1.212611,89.242126,148.195847,0,0,0.001449,0,17774.32227,0.133105,1.331046
2, H1.gg1, 27-Mar-2004,53.21302,146.081894,1.205145,89.161797,146.098099,0,0,0.006488,0,17758.32031,0.057676,0.576764
2, H1.gg1, 28-Mar-2004,53.198997,142.025742,1.191117,89.009705,142.049515,0,0,0.002354,0,17728.0293,0.074126,0.741261
2, H1.gg1, 29-Mar-2004,53.177299,136.025009,1.169422,88.771439,136.067169,0,0,0.002168,0,17680.57422,0.128803,1.288027
2, H1.gg1, 30-Mar-2004,53.160618,131.544647,1.152741,88.585655,131.599808,0,0,0.001979,0,17643.57227,0.167638,1.676379
2, H1.gg1, 31-Mar-2004,53.174511,135.35524,1.166634,88.740547,135.398682,0,0,0.001823,0,17674.42188,0.132207,1.322065
2, H1.gg1, 01-Apr-2004,53.143539,127.152802,1.135665,88.393082,127.196175,0,0,0.001715,0,17605.2168,0.132345,1.323447
2, H1.gg1, 02-Apr-2004,53.137253,125.693642,1.129374,88.32151,125.731468,0,0,0.001617,0,17590.96289,0.115721,1.157208
